"Country.Name","Country.Code","Indicator.Name","Indicator.Code","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2020","X2025","X2030","X2035","X2040","X2045","X2050","X2055","X2060","X2065","X2070","X2075","X2080","X2085","X2090","X2095","X2100","X"
"American Samoa","ASM","Under-age enrolment ratio in primary education, both sexes (%)","UIS.UAPP.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American Samoa","ASM","Under-age enrolment ratio in secondary education, both sexes (%)","UIS.UAPP.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Expenditure on education not allocated by level as % of government expenditure on education (%)","UIS.XPUBP.UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7111301422119,NA,20.6715507507324,26.9063606262207,27.6522006988525,24.6114101409912,NA,30.2102203369141,30.6628398895264,30.4982891082764,NA,9.81719017028809,37.3163108825684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Expenditure on lower secondary as % of government expenditure on education (%)","UIS.XPUBP.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.49164009094238,NA,10.1999101638794,10.7864503860474,15.5551795959473,17.6148204803467,NA,NA,NA,NA,NA,28.8065395355225,15.2974300384521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Expenditure on post-secondary non-tertiary as % of government expenditure on education (%)","UIS.XPUBP.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97550010681152,NA,6.65109014511108,7.58658981323242,1.59388995170593,1.17650997638702,NA,0.873929977416992,1.03667998313904,1.0311199426651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Expenditure on pre-primary as % of government expenditure on education (%)","UIS.XPUBP.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1335506439209,NA,19.6759204864502,16.8699703216553,18.8713397979736,19.3928108215332,NA,12.8174695968628,14.6093502044678,14.4614295959473,NA,18.2028007507324,13.8119401931763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Expenditure on primary as % of government expenditure on education (%)","SE.XPD.PRIM.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1388702392578,NA,29.2752304077148,24.135929107666,23.7617301940918,25.6406192779541,NA,26.3723297119141,28.8952407836914,28.8087501525879,NA,32.1438217163086,22.2898597717285,22.0757102966309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Expenditure on secondary and post-secondary non-tertiary vocational as % of government expenditure on education (%)","UIS.XPUBP.2T4.V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Expenditure on secondary as % of government expenditure on education (%)","SE.XPD.SECO.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1586208343506,NA,18.7619094848633,20.6186103820801,21.4930400848389,24.6466999053955,NA,26.1278705596924,20.9346103668213,21.3598499298096,NA,35.2473182678223,20.5063495635986,24.9134502410889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Expenditure on tertiary as % of government expenditure on education (%)","SE.XPD.TERT.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88233995437622,NA,4.96431016921997,3.88253998756409,6.62779998779297,4.53194999694824,NA,3.59818005561829,3.86128997802734,3.84055995941162,NA,4.58887004852295,6.07554006576538,5.4748101234436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Expenditure on upper secondary as % of government expenditure on education (%)","UIS.XPUBP.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66697978973389,NA,8.56198978424072,9.83215999603271,5.93784999847412,7.03187990188599,NA,NA,NA,NA,NA,6.44078016281128,5.20893001556396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Lower secondary completion rate, both sexes (%)","SE.SEC.CMPT.LO.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Over-age enrolment ratio in primary education, both sexes (%)","UIS.OAPP.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Percentage of students in tertiary education enrolled in Education programmes, both sexes (%)","UIS.FOSEP.56.F140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5740203857422,1.754390001297,NA,NA,6.53595018386841,NA,NA,NA,12.8309602737427,11.7100400924683,14.8594398498535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Percentage of students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, both sexes (%)","UIS.FOSEP.56.F500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0817804336548,11.445779800415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Percentage of students in tertiary education enrolled in Health and Welfare programmes, both sexes (%)","UIS.FOSEP.56.F700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2209701538086,21.5686302185059,12.3867101669312,15.4970798492432,13.466329574585,NA,12.2004404067993,NA,NA,NA,16.7006092071533,18.9591102600098,20.6827297210693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Percentage of students in tertiary education enrolled in Humanities and Arts programmes, both sexes (%)","UIS.FOSEP.56.F200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86890983581543,4.24837017059326,2.71902990341187,2.92397999763489,6.73317003250122,NA,4.79302978515625,NA,NA,NA,5.70265007019043,7.06319999694824,5.22088003158569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Percentage of students in tertiary education enrolled in Science programmes, both sexes (%)","UIS.FOSEP.56.F400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3258399963379,30.7189502716064,31.4199409484863,27.1929798126221,24.6882801055908,NA,21.3507595062256,NA,NA,NA,13.6456203460693,NA,0.602410018444061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Percentage of students in tertiary education enrolled in Social Sciences, Business and Law programmes, both sexes (%)","UIS.FOSEP.56.F300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5842704772949,43.4640502929688,42.9002990722656,52.6315803527832,55.1122207641602,NA,55.1198310852051,NA,NA,NA,51.1201591491699,47.9553909301758,44.9799194335938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Primary completion rate, both sexes (%)","SE.PRM.CMPT.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Pupil-teacher ratio in lower secondary education (headcount basis)","UIS.PTRHC.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72946977615356,6.80976009368896,NA,NA,6.64114999771118,6.8057599067688,7.23191976547241,7.25658988952637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Pupil-teacher ratio in pre-primary education (headcount basis)","SE.PRE.ENRL.TC.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7483396530151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5238103866577,14.8314599990845,14.6853904724121,13.900520324707,12.4476203918457,12.789999961853,13.3351097106934,13.0869598388672,12.8930501937866,13.2960901260376,13.6797800064087,14.0872097015381,13.7039098739624,13.4088401794434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Pupil-teacher ratio in primary education (headcount basis)","SE.PRM.ENRL.TC.ZS",NA,NA,NA,NA,NA,15.3873195648193,NA,NA,NA,NA,NA,NA,NA,9.7267599105835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6790103912354,12.0757999420166,12.6528196334839,11.4747200012207,10.4891004562378,10.2476902008057,10.0267896652222,10.3325595855713,9.64017963409424,9.84527015686035,9.58236980438232,9.33028030395508,9.51990985870361,9.93795013427734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Pupil-teacher ratio in secondary education (headcount basis)","SE.SEC.ENRL.TC.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6577000617981,7.25908994674683,7.06521987915039,7.7531099319458,NA,NA,NA,NA,NA,NA,NA,7.80663013458252,8.65530967712402,8.07903957366943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Pupil-teacher ratio in tertiary education (headcount basis)","UIS.PTRHC.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.70832991600037,4.02631998062134,3.94047999382019,NA,4.95062017440796,NA,5.27585983276367,NA,NA,NA,3.12738990783691,5.02803993225098,4.88234996795654,4.55455017089844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Pupil-teacher ratio in upper secondary education (headcount basis)","UIS.PTRHC.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9852895736694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Under-age enrolment ratio in primary education, both sexes (%)","UIS.UAPP.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","Under-age enrolment ratio in secondary education, both sexes (%)","UIS.UAPP.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Expenditure on education not allocated by level as % of government expenditure on education (%)","UIS.XPUBP.UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90549993515015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Expenditure on lower secondary as % of government expenditure on education (%)","UIS.XPUBP.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3703098297119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Expenditure on post-secondary non-tertiary as % of government expenditure on education (%)","UIS.XPUBP.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Expenditure on pre-primary as % of government expenditure on education (%)","UIS.XPUBP.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5354604721069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Expenditure on primary as % of government expenditure on education (%)","SE.XPD.PRIM.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4987602233887,31.4335098266602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Expenditure on secondary and post-secondary non-tertiary vocational as % of government expenditure on education (%)","UIS.XPUBP.2T4.V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Expenditure on secondary as % of government expenditure on education (%)","SE.XPD.SECO.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2176399230957,42.4243087768555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Expenditure on tertiary as % of government expenditure on education (%)","SE.XPD.TERT.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58199977874756,5.83863019943237,6.95546007156372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.28359985351563,8.70121955871582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Expenditure on upper secondary as % of government expenditure on education (%)","UIS.XPUBP.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8473300933838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Lower secondary completion rate, both sexes (%)","SE.SEC.CMPT.LO.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63895010948181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1878604888916,19.3937492370605,NA,22.5176105499268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Over-age enrolment ratio in primary education, both sexes (%)","UIS.OAPP.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.1878662109375,64.040168762207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Percentage of students in tertiary education enrolled in Education programmes, both sexes (%)","UIS.FOSEP.56.F140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6207809448242,NA,NA,34.6172218322754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2382392883301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Percentage of students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, both sexes (%)","UIS.FOSEP.56.F500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59146022796631,NA,NA,8.58666038513184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9514999389648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Percentage of students in tertiary education enrolled in Health and Welfare programmes, both sexes (%)","UIS.FOSEP.56.F700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.43148994445801,NA,NA,7.4327597618103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4994096755981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Percentage of students in tertiary education enrolled in Humanities and Arts programmes, both sexes (%)","UIS.FOSEP.56.F200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65137004852295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Percentage of students in tertiary education enrolled in Science programmes, both sexes (%)","UIS.FOSEP.56.F400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.70044994354248,NA,NA,9.708740234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80557990074158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Percentage of students in tertiary education enrolled in Social Sciences, Business and Law programmes, both sexes (%)","UIS.FOSEP.56.F300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9917106628418,NA,NA,36.9887008666992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3897399902344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Primary completion rate, both sexes (%)","SE.PRM.CMPT.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0503692626953,39.6940383911133,NA,NA,NA,NA,NA,NA,NA,NA,31.4551200866699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1866416931152,41.6384887695313,42.7725296020508,49.7251281738281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Pupil-teacher ratio in lower secondary education (headcount basis)","UIS.PTRHC.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7103004455566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8584785461426,33.2711906433105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Pupil-teacher ratio in pre-primary education (headcount basis)","SE.PRE.ENRL.TC.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0651092529297,31.5411205291748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Pupil-teacher ratio in primary education (headcount basis)","SE.PRM.ENRL.TC.ZS",NA,44.3868789672852,42.8418388366699,40.8913803100586,32.3268508911133,NA,NA,NA,NA,NA,NA,NA,31.4502201080322,36.8213310241699,31.7718696594238,29.8177509307861,31.2730007171631,33.3983192443848,32.5767288208008,33.4211502075195,NA,31.87672996521,27.1810302734375,NA,NA,NA,NA,NA,41.7532386779785,NA,NA,NA,NA,NA,NA,NA,NA,41.0124015808105,NA,NA,45.5865097045898,42.5430603027344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Pupil-teacher ratio in secondary education (headcount basis)","SE.SEC.ENRL.TC.ZS",NA,15.1623001098633,16.8623008728027,16.7383003234863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2694301605225,18.2695903778076,18.8340396881104,18.9611797332764,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4166507720947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
